cell_id,case,policy,agents,dependency_probability,avoidance_probability,edit_length_lines,nominal_overlap_probability,nominal_mu,sync_interval,post_dispatch_wait,wait_in_characteristic_units,observation_horizon,baseline_read_time,repair_clock,base_repair_time,edits_per_agent_time,files,lines_per_file,mean_completed_repair_attempts,mean_failed_completed_repairs,pooled_failure_fraction_completed_repairs,fixed_clock_collision_exposure,first_order_failure_probability,mean_initial_conflicts,mean_dispatches,pooled_dispatches_per_initial_conflict,mean_unresolved_initial_conflicts_no_dependency,pooled_unresolved_initial_conflict_fraction_no_dependency,seed_mean_over_five_unresolved_fraction,window_divided_by_minimum_attempt_slot,maximum_completed_attempts_per_window,maximum_dispatches_per_window_no_dependency,unobserved_tail_mean_upper_bound
c2e3fc9abe41e451,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,257.03111602821184,4.0,2056.2489282256947,start,fixed,0.25,1.0,8,256,6.833333333333333,0.03333333333333333,0.004878048780487805,0.25,0.0038830210364065496,7.8,7.833333333333333,1.0042735042735043,1.0,0.12820512820512822,0.0,7.992226401879488,7,8,not_identifiable_without_future_process_assumptions
3a615c6798a28356,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,0.0,0.0,2056.2489282256947,start,context,0.25,1.0,8,256,16.333333333333332,0.0,0.0,,,16.333333333333332,16.333333333333332,1.0,0.0,0.0,0.0,8224.995712902779,8224,,not_identifiable_without_future_process_assumptions
134e77f96118d1d6,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,16.06444475176324,0.25,2056.2489282256947,start,context,0.25,1.0,8,256,76.43333333333334,10.0,0.13083296990841692,,,67.43333333333334,77.43333333333334,1.148294611962432,1.0,0.014829461196243203,0.0,126.0385480176062,126,,not_identifiable_without_future_process_assumptions
edb161cdaa135797,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,32.12888950352648,0.5,2056.2489282256947,start,context,0.25,1.0,8,256,45.93333333333333,6.366666666666666,0.1386066763425254,,,40.56666666666667,46.93333333333333,1.1569433032046013,1.000000000000007,0.02465078060805276,0.0,63.50585087242546,63,,not_identifiable_without_future_process_assumptions
5d133770e224f260,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,64.25777900705296,1.0,2056.2489282256947,start,context,0.25,1.0,8,256,25.466666666666665,3.4,0.13350785340314136,,,23.066666666666666,26.466666666666665,1.1473988439306357,1.0,0.04335260115606936,0.0,31.87598394917417,31,,not_identifiable_without_future_process_assumptions
495c0efea851462a,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,128.51555801410592,2.0,2056.2489282256947,start,context,0.25,1.0,8,256,13.4,1.9333333333333333,0.14427860696517414,,,12.533333333333333,14.4,1.148936170212766,1.0666666666666664,0.08510638297872339,0.0,15.968935792600986,15,,not_identifiable_without_future_process_assumptions
c08dfc20875c223a,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,257.03111602821184,4.0,2056.2489282256947,start,context,0.25,1.0,8,256,6.733333333333333,1.3,0.19306930693069307,,,6.466666666666667,7.733333333333333,1.1958762886597938,1.0333333333333332,0.15979381443298968,0.0,7.992226401879488,7,,not_identifiable_without_future_process_assumptions
ddb3576bf600537b,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,0.0,0.0,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,16.0,0.0,0.0,0.25,0.017034081516169853,16.033333333333335,16.033333333333335,1.0,0.03333333333333499,0.0020790020790021823,0.0,1862.54094438205,1862,1863,not_identifiable_without_future_process_assumptions
a493d46dfbebd57f,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,3.6377752819961913,0.25,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,110.93333333333334,24.1,0.21724759615384617,3.8877752819961913,0.23446537295229034,87.83333333333333,111.93333333333334,1.27438330170778,0.9999999999999858,0.011385199240986556,0.0,119.76907159521589,119,120,not_identifiable_without_future_process_assumptions
371c249afde6ef17,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,7.2755505639923825,0.5,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,58.266666666666666,22.666666666666668,0.3890160183066362,7.5255505639923825,0.4038010329869679,36.6,59.266666666666666,1.6193078324225865,1.000000000000007,0.027322404371584893,0.0,61.87390970747636,61,62,not_identifiable_without_future_process_assumptions
